title,price,rooms,area,parking,bathrooms,tax,condominium_fee,link,city,neighborhood
"Apartamento com 2 dormitórios para alugar, 45 m² por R$ 2.053,34/mês - Campo de Santana -",1500,2.0,45.0,1.0,1.0,185.0,375.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-45-m-por-r-2-053-34-mes-campo-de-santana-1325733564,Curitiba,Campo de Santana
Muito Conforto no Ecoville,2200,3.0,70.0,2.0,2.0,63.0,564.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/muito-conforto-no-ecoville-1325721658,Curitiba,Campo Comprido
"Moderno e Estiloso, o Lar dos Seus Sonhos!",1900,1.0,17.0,,1.0,100.0,317.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/moderno-e-estiloso-o-lar-dos-seus-sonhos-1325720352,Curitiba,Água Verde
"Apartamento no Atuba de 66,39 m² com 2 quartos - 04433.001-RZ",1300,2.0,66.0,1.0,1.0,,348.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-atuba-de-66-39-m-com-2-quartos-04433-001-rz-1325714368,Pinhais,Atuba
Apartamento 1 quarto,1663,1.0,73.0,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-1-quarto-1325712627,Curitiba,Rebouças
Studios Mobiliados,2300,1.0,36.0,1.0,1.0,720.0,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studios-mobiliados-1325708427,Curitiba,Capão Raso
Studios mobiliados,2100,1.0,30.0,1.0,1.0,720.0,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studios-mobiliados-1325708318,Curitiba,Capão Raso
"Apartamento com 1 dormitório para alugar, 36 m² por R$ 1.970,00/mês - Centro - Curitiba/PR",1480,1.0,36.0,1.0,1.0,780.0,425.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-36-m-por-r-1-970-00-mes-centro-curitiba-pr-1325707625,Curitiba,Centro
"Apartamento com 1 quarto para alugar por R$ 1600.00, 29.00 m2 - CENTRO - CURITIBA/PR",1600,1.0,29.0,,1.0,58.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-alugar-por-r-1600-00-29-00-m2-centro-curitiba-pr-1325706007,Curitiba,Centro
"Apartamento com 2 quartos para alugar por R$ 1650.00, 65.57 m2 - CENTRO - CURITIBA/PR",1650,2.0,66.0,,1.0,68.0,620.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-1650-00-65-57-m2-centro-curitiba-pr-1325705477,Curitiba,Centro
Apartamentos Novos em Caiobá para Locação,1000,2.0,45.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamentos-novos-em-caioba-para-locacao-1325704887,Matinhos,N/A
"Apartamento - R Antonio Pietruza, 211 - Portao - Curitiba - PR",1400,2.0,54.0,1.0,1.0,85.0,635.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-r-antonio-pietruza-211-portao-curitiba-pr-1325703892,Curitiba,Portão
"Apartamento - R Prefeito Joao Moreira Garcez, 170 - Centro - Curitiba - PR",1650,2.0,76.0,,1.0,76.0,760.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-r-prefeito-joao-moreira-garcez-170-centro-curitiba-pr-1325703886,Curitiba,Centro
Apartamento pronto para morar para locação com 3 quartos no Cabral em Curitiba,22000,3.0,234.0,4.0,5.0,6754.0,2550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-pronto-para-morar-para-locacao-com-3-quartos-no-cabral-em-curitiba-1325697630,Curitiba,Ahú
APARTAMENTO com 1 dormitório à venda com 80m² no bairro Bigorrilho - CURITIBA / PR,2200,1.0,36.0,1.0,1.0,60.0,500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-a-venda-com-80m-no-bairro-bigorrilho-curitiba-pr-1325697173,Curitiba,Bigorrilho
"Apartamento para alugar com 1 dormitórios em Centro, Curitiba cod:1409763",1600,1.0,,1.0,,,400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-alugar-com-1-dormitorios-em-centro-curitiba-cod-1409763-1325686735,Curitiba,Centro
"Ap recém-entregue, semi-mobiliado, último andar, vista privilegiada.",3400,2.0,60.0,1.0,2.0,,400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/ap-recem-entregue-semi-mobiliado-ultimo-andar-vista-privilegiada-1325678556,Curitiba,Campo Comprido
IMOBILIARIA JUVEVÊ ALUGA APARTAMENTO CENTRO 2 DORM GARAGEM PRA AV.VISCONDE GUARAPUAVA SHOP,2800,2.0,89.0,1.0,1.0,174.0,568.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-juveve-aluga-apartamento-centro-2-dorm-garagem-pra-av-visconde-guarapuava-shop-1325665512,Curitiba,Centro
"Apartamento com 3 quartos para alugar por R$ 3150.00, 215.61 m2 - REBOUCAS - CURITIBA/PR",3150,3.0,216.0,2.0,1.0,249.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-alugar-por-r-3150-00-215-61-m2-reboucas-curitiba-pr-1325649426,Curitiba,Rebouças
STUDIO MOBILIADO,2500,1.0,23.0,,1.0,46.0,310.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-mobiliado-1325649295,Curitiba,Pinheirinho
APARTAMENTO PARA LOCAÇÃO NO REBOUÇAS COM UM DORMITÓRIO,2500,1.0,27.0,,1.0,60.0,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-locacao-no-reboucas-com-um-dormitorio-1325620877,Curitiba,Rebouças
"Loft/Kitinete, 1 quarto, Palmital, Colombo",1100,1.0,44.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/loft-kitinete-1-quarto-palmital-colombo-1325607690,Colombo,Palmital
"Apartamento, Mobiliado, 01 Dormitório, Batel, Curitiba.",5500,1.0,73.0,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-01-dormitorio-batel-curitiba-1325591215,Curitiba,Centro
"Apartamento mobiliado, 03 dormitórios, 02 Vagas, Batel, Curitiba.",11000,3.0,121.0,2.0,4.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-03-dormitorios-02-vagas-batel-curitiba-1325591204,Curitiba,Centro
"Apartamento, 03 Dormitórios, 01 Vaga, Batel, Curitiba.",6500,3.0,152.0,2.0,3.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-03-dormitorios-01-vaga-batel-curitiba-1325591177,Curitiba,Água Verde
"Apartamento, Semi-Mobiliado, 03 Quartos, 02 Vagas, Batel, Curitiba.",6000,3.0,115.0,2.0,2.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-semi-mobiliado-03-quartos-02-vagas-batel-curitiba-1325591124,Curitiba,Água Verde
"Apartamento, 03 Suítes, 02 Vagas, Ecoville, Curitiba.",12000,3.0,166.0,3.0,5.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-03-suites-02-vagas-ecoville-curitiba-1325591128,Curitiba,Cidade Industrial
"Apartamento Reformado, 02 Quartos, Garagem individual, Água verde, Curitiba.",3500,2.0,82.0,1.0,2.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-reformado-02-quartos-garagem-individual-agua-verde-curitiba-1325591117,Curitiba,Vila Izabel
"Apartamento, Mobiliado, 01 Dormitório, Batel, Curitiba.",6000,1.0,73.0,,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-01-dormitorio-batel-curitiba-1325591103,Curitiba,Centro
"Apartamento, 03 Quartos, Sacada com Churrasqueira, Seminário, Curitiba.",7900,3.0,122.0,2.0,3.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-03-quartos-sacada-com-churrasqueira-seminario-curitiba-1325591064,Curitiba,Seminário
"Apartamento Mobiliado, 01 Suíte, 02 Vagas, Batel Soho, Curitiba.",6100,1.0,98.0,2.0,2.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-01-suite-02-vagas-batel-soho-curitiba-1325591047,Curitiba,Batel
"Apartamento Mobiliado, 04 Dormitórios, 04 Vagas, Sacada, Água Verde, Curitiba.",7900,4.0,244.0,4.0,5.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-04-dormitorios-04-vagas-sacada-agua-verde-curitiba-1325591040,Curitiba,Tarumã
Imóvel para aluguel possui 60 metros quadrados com 2 quartos em Vila São Tiago - Piraquara,800,2.0,60.0,1.0,1.0,,180.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imovel-para-aluguel-possui-60-metros-quadrados-com-2-quartos-em-vila-sao-tiago-piraquara-1325582194,Piraquara,Vila São Tiago
Espaço Comercial no Centro de Curitiba - Ideal para Seu Negócio!,1250,,45.0,,1.0,,450.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/espaco-comercial-no-centro-de-curitiba-ideal-para-seu-negocio-1318642246,Curitiba,Centro
"Apartamento com 3 quartos para alugar por R$ 2500.00, 95.68 m2 - AGUA VERDE - CURITIBA/PR",2500,3.0,96.0,1.0,2.0,148.0,477.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-alugar-por-r-2500-00-95-68-m2-agua-verde-curitiba-pr-1325539371,Curitiba,Água Verde
"Apartamento Duplex para alugar, 255 m² - Batel - Curitiba/PR",6000,3.0,255.0,2.0,4.0,599.0,1680.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-duplex-para-alugar-255-m-batel-curitiba-pr-1325505597,Curitiba,Batel
Lindos Apartamentos Jardim Paulista,315000,2.0,69.0,2.0,2.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/lindos-apartamentos-jardim-paulista-1085237462,Campina Grande do Sul,N/A
Apartamento no Cristo Rei,4500,2.0,70.0,1.0,2.0,184.0,700.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-cristo-rei-1325497888,Curitiba,Cristo Rei
Kitnet para aluguel com 70 m² com 1 quarto no Campo Comprido/Seminário - Curitiba - PR - R,1200,1.0,45.0,1.0,1.0,41.0,280.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/kitnet-para-aluguel-com-70-m-com-1-quarto-no-campo-comprido-seminario-curitiba-pr-r-1325493608,Curitiba,Campo Comprido
"Apartamento com 1 dormitório para alugar, 40 m² por R$ 1.907,00/mês - Boa Vista - Curitiba",1450,1.0,40.0,1.0,1.0,768.0,393.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-40-m-por-r-1-907-00-mes-boa-vista-curitiba-1325489099,Curitiba,Boa Vista
CURITIBA - Apartamento Padrão - Água Verde,9500,4.0,244.0,3.0,3.0,681.0,2331.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/curitiba-apartamento-padrao-agua-verde-1325481938,Curitiba,Água Verde
Aluguel. *,170000,2.0,69.0,2.0,1.0,89.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/aluguel-1325466256,São José dos Pinhais,Ouro Fino
"COBERTURA EDIF. DON GIÁCOMO, SEMI MOBILIADA, MARAVILHOSA. 4 DORMS, 3 SUÍTES, AMPLO ESCRITÓ",20000,4.0,355.0,3.0,5.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-edif-don-giacomo-semi-mobiliada-maravilhosa-4-dorms-3-suites-amplo-escrito-1325462151,Curitiba,Bigorrilho
Studio com 1 quarto para aluguel no Mossunguê,2400,1.0,22.0,,1.0,1.0,321.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-com-1-quarto-para-aluguel-no-mossungue-1325451104,Curitiba,Mossunguê
"Lindo apartamento semi-mobiliado com 160m2, 3Q no Rebouças",3200,3.0,160.0,1.0,3.0,,700.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/lindo-apartamento-semi-mobiliado-com-160m2-3q-no-reboucas-1325450499,Curitiba,Centro
Belíssimo apartamento para locação com 81M² no coração do bairro Batel,3980,2.0,81.0,1.0,1.0,4980.0,1500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/belissimo-apartamento-para-locacao-com-81m-no-coracao-do-bairro-batel-1325448467,Curitiba,Batel
Apartamento mobiliado para locação pelo valor de R$ 2.100 / Localizado no bairro Batel,2100,1.0,40.0,1.0,1.0,75.0,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-mobiliado-para-locacao-pelo-valor-de-r-2-100-localizado-no-bairro-batel-1325446178,Curitiba,Batel
LINDA COBERTURA DE 222M² COM 2 QUARTOS SENDO UMA SUÍTE NO CRISTO REI Lindad Cobertura de 2,12000,2.0,223.0,2.0,3.0,493.0,1476.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/linda-cobertura-de-222m-com-2-quartos-sendo-uma-suite-no-cristo-rei-lindad-cobertura-de-2-1325445769,Curitiba,Cristo Rei
"Apartamento com 3 dormitórios para alugar, 69 m² por R$ 1.700/mês - Cajuru - Curitiba/PR",1700,3.0,69.0,1.0,1.0,746.0,540.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-69-m-por-r-1-700-mes-cajuru-curitiba-pr-1325444258,Curitiba,Cajuru
"Imobiliária Cilar Aluga Apartamento 3 Quartos no Água Verde com 231m², Ref. 04975.005-CILA",3900,3.0,231.0,2.0,3.0,426.0,2010.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/imobiliaria-cilar-aluga-apartamento-3-quartos-no-agua-verde-com-231m-ref-04975-005-cila-1325441413,Curitiba,Água Verde
"Apartamento com 1 dormitório para alugar, 32 m² por R$ 2.170,00/mês - Novo Mundo - Curitib",1750,1.0,33.0,1.0,1.0,,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-32-m-por-r-2-170-00-mes-novo-mundo-curitib-1325437430,Curitiba,Novo Mundo
"Apartamento com 1 dormitório para alugar, 31 m² por R$ 1.970,00/mês - Novo Mundo - Curitib",1550,1.0,32.0,,1.0,,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-31-m-por-r-1-970-00-mes-novo-mundo-curitib-1325437074,Curitiba,Novo Mundo
"Apartamento com 1 dormitório para alugar, 31 m² por R$ 2.170,00/mês - Novo Mundo - Curitib",1750,1.0,32.0,,1.0,,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-31-m-por-r-2-170-00-mes-novo-mundo-curitib-1325436983,Curitiba,Novo Mundo
"Apartamento com 1 dormitório para alugar, 31 m² por R$ 1.970,00/mês - Novo Mundo - Curitib",1550,1.0,32.0,,1.0,,420.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-dormitorio-para-alugar-31-m-por-r-1-970-00-mes-novo-mundo-curitib-1325436968,Curitiba,Novo Mundo
"Kitnet com 1 dormitório para alugar, 32 m² por R$ 2.200/mês - Atuba - Curitiba/PR",1900,1.0,32.0,1.0,1.0,,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/kitnet-com-1-dormitorio-para-alugar-32-m-por-r-2-200-mes-atuba-curitiba-pr-1325436496,Curitiba,Atuba
"Apartamento com 3 dormitórios para alugar, 81 m² por R$ 4.554,51/mês - Bigorrilho - Curiti",3500,3.0,82.0,1.0,2.0,2234.0,868.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-para-alugar-81-m-por-r-4-554-51-mes-bigorrilho-curiti-1325433528,Curitiba,Bigorrilho
Studio com 1 quarto para aluguel no Mossunguê,2400,1.0,22.0,,1.0,1.0,321.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/studio-com-1-quarto-para-aluguel-no-mossungue-1325433198,Curitiba,Mossunguê
"Apartamento para aluguel, 1 quarto, Centro - Curitiba/PR",1000,1.0,35.0,,1.0,43.0,490.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-para-aluguel-1-quarto-centro-curitiba-pr-1325432943,Curitiba,Centro
Espaço Não é Problema! Seu Novo lar no Ecoville,6500,4.0,371.0,3.0,5.0,554.0,2716.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/espaco-nao-e-problema-seu-novo-lar-no-ecoville-1325422151,Curitiba,Mossunguê
Apartamento 3 quartos perto Hospital Cajuru,1750,3.0,76.0,1.0,1.0,42.0,444.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-3-quartos-perto-hospital-cajuru-1325402006,Curitiba,Cristo Rei
"Apartamento com 2 dormitórios para alugar, 61 m² por R$ 4.580,00/mês - Água Verde - Curiti",3800,2.0,62.0,1.0,2.0,960.0,700.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-61-m-por-r-4-580-00-mes-agua-verde-curiti-1325402004,Curitiba,Água Verde
Kitnet/Studio 1 Quarto Curitiba - PR - Prado Velho,1200,1.0,29.0,,1.0,40.0,500.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/kitnet-studio-1-quarto-curitiba-pr-prado-velho-1325396131,Curitiba,Prado Velho
Excelente Apartamento no Centro - Edifício Marbella,2100,1.0,72.0,,1.0,,719.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-no-centro-edificio-marbella-1325376473,Curitiba,Centro
APARTAMENTO DE 3 QUARTOS NO ÁGUA VERDE,3000,3.0,87.0,2.0,2.0,277.0,1001.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-3-quartos-no-agua-verde-1325367876,Curitiba,Água Verde
Apartamento 01 dormitorio decimo andar ÁREA ÚTIL 26m² QUARTOS 1 BANHEIROS 1 Área de serviç,1900,1.0,26.0,,1.0,360.0,230.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-01-dormitorio-decimo-andar-area-util-26m-quartos-1-banheiros-1-area-de-servic-1325365608,Curitiba,Centro
APARTAMENTO com 3 dormitórios à venda com 127m² no bairro Bigorrilho - CURITIBA / PR,3400,3.0,105.0,1.0,2.0,215.0,830.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-dormitorios-a-venda-com-127m-no-bairro-bigorrilho-curitiba-pr-1325356455,Curitiba,Bigorrilho
Cobertura dúplex no Cabral Curitiba,4600,3.0,330.0,3.0,4.0,330.0,1470.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/cobertura-duplex-no-cabral-curitiba-1325344016,Curitiba,Cabral
Apartamento 1ª locação - 2 quartos - Rio Verde - Colombo - PR,1250,2.0,44.0,1.0,1.0,40.0,350.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-1-locacao-2-quartos-rio-verde-colombo-pr-1325339909,Colombo,Rio Verde
Apartamento semi mobiliado para alugar,1800,1.0,35.0,,1.0,45.0,400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-semi-mobiliado-para-alugar-1325333532,Curitiba,Lindóia
APARTAMENTO DE ALTO PADRÃO COM 3 SUÍTES e 2 VAGAS NO BIGORRILHO,8000,3.0,141.0,2.0,5.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-de-alto-padrao-com-3-suites-e-2-vagas-no-bigorrilho-1325329200,Curitiba,Bigorrilho
Apartamento 75 m2 com 2 quartos sendo uma suíte em Portão - Curitiba - PR,1800,2.0,75.0,1.0,1.0,89.0,550.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-75-m2-com-2-quartos-sendo-uma-suite-em-portao-curitiba-pr-1325327843,Curitiba,Portão
Apartamento com 3 quartos para locação no Água Verde,2500,3.0,71.0,1.0,1.0,106.0,400.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-3-quartos-para-locacao-no-agua-verde-1325311895,Curitiba,Água Verde
"Um lindo apartamento para alugar unidade 24. Muito aconchegante, na região do Portão em Cu",1600,1.0,24.0,1.0,1.0,720.0,390.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/um-lindo-apartamento-para-alugar-unidade-24-muito-aconchegante-na-regiao-do-portao-em-cu-1325311856,Curitiba,Portão
"Lindo apartamento com 2 quartos, em Campo Largo",600,2.0,49.0,1.0,1.0,136.0,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/lindo-apartamento-com-2-quartos-em-campo-largo-1325311139,Campo Largo,Jardim Itaqui
"Lindo apartamento com 2 quartos, semi mobiliando em Campo Largo",600,2.0,50.0,1.0,1.0,20.0,430.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/lindo-apartamento-com-2-quartos-semi-mobiliando-em-campo-largo-1325311066,Campo Largo,Cristo Rei
BARIGUI VILLAGE,3700,3.0,83.0,1.0,2.0,69.0,900.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/barigui-village-1325302115,Curitiba,Cascatinha
Apartamento no Centro com 3 quartos de 120m²,2300,3.0,116.0,,1.0,89.0,300.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-centro-com-3-quartos-de-120m-1325286921,Curitiba,Centro
"Apartamento no Capão da Imbuia com 2 quartos de 53,18 m² - Condomínio Moradias Iracema - C",1900,2.0,49.0,1.0,1.0,20.0,265.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-capao-da-imbuia-com-2-quartos-de-53-18-m-condominio-moradias-iracema-c-1325286880,Curitiba,Capão da Imbuia
"Apartamento no Centro Cívico com 1 quarto de 59,71m² - Edifício Centro Cívico",2200,1.0,38.0,1.0,1.0,75.0,829.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-no-centro-civico-com-1-quarto-de-59-71m-edificio-centro-civico-1325286854,Curitiba,Centro Cívico
"Apartamento com 1 quarto para alugar por R$ 1300.00, 35.00 m2 - CENTRO - CURITIBA/PR",1300,1.0,35.0,,1.0,51.0,213.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-1-quarto-para-alugar-por-r-1300-00-35-00-m2-centro-curitiba-pr-1325255865,Curitiba,Centro
"Apartamento com 2 quartos para alugar por R$ 1500.00, 25.25 m2 - BIGORRILHO - CURITIBA/PR",1500,2.0,25.0,1.0,1.0,69.0,600.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-quartos-para-alugar-por-r-1500-00-25-25-m2-bigorrilho-curitiba-pr-1312511676,Curitiba,Bigorrilho
Excelente apartamento para locação no Cidade Jardim!,1200,2.0,46.0,1.0,1.0,657.0,525.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/excelente-apartamento-para-locacao-no-cidade-jardim-1325218567,São José dos Pinhais,Cidade Jardim
Apartamento bairro costeira são José dos Pinhais,1350,2.0,57.0,1.0,1.0,,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-bairro-costeira-sao-jose-dos-pinhais-1325203009,São José dos Pinhais,Costeira
"Apartamento com 2 dormitórios para alugar, 68 m² por R$ 4.982,10/mês - Mercês - Curitiba/P",3900,2.0,68.0,2.0,2.0,2323.0,889.0,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-68-m-por-r-4-982-10-mes-merces-curitiba-p-1325190131,Curitiba,São Francisco
"Apartamento com 2 dormitórios para alugar, 58 m² por R$ 2.040,06/mês - Jardim Paulista - C",2000,2.0,59.0,1.0,1.0,481.0,,https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/apartamento-com-2-dormitorios-para-alugar-58-m-por-r-2-040-06-mes-jardim-paulista-c-1325176426,Campina Grande do Sul,Jardim Paulista
